source,group_technology,technology,metric_type,year,value_category,value
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2010,5th percentile,1415.42743
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2011,5th percentile,1428.628513
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2012,5th percentile,1452.399516
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2013,5th percentile,1396.9198
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2014,5th percentile,1352.153607
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2015,5th percentile,1381.900756
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2016,5th percentile,1364.23833
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2017,5th percentile,1347.851386
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2018,5th percentile,1349.073046
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2019,5th percentile,1286.802068
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2020,5th percentile,1207.509185
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2021,5th percentile,990.919539
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2022,5th percentile,830.7815806
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2023,5th percentile,777.259125
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2010,Weighted average,2272.420087
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2011,Weighted average,2247.371918
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2012,Weighted average,2114.127079
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2013,Weighted average,2182.860085
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2014,Weighted average,2103.876721
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2015,Weighted average,1910.722766
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2016,Weighted average,1915.49304
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2017,Weighted average,1917.29911
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2018,Weighted average,1819.381465
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2019,Weighted average,1724.712717
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2020,Weighted average,1552.122752
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2021,Weighted average,1470.995087
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2022,Weighted average,1321.757585
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2023,Weighted average,1160.399339
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2010,95th percentile,3194.783321
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2011,95th percentile,3249.045704
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2012,95th percentile,3410.866065
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2013,95th percentile,3517.424659
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2014,95th percentile,3499.582283
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2015,95th percentile,3403.366624
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2016,95th percentile,3012.180746
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2017,95th percentile,3067.089386
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2018,95th percentile,2777.835883
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2019,95th percentile,2799.229856
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2020,95th percentile,2610.536987
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2021,95th percentile,2373.813587
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2022,95th percentile,2079.772224
IRENA,Wind,Onshore Wind,Total installed cost (USD/kW),2023,95th percentile,2114.786827
IRENA,Wind,Onshore Wind,Capacity factor (%),2010,5th percentile,20.165
IRENA,Wind,Onshore Wind,Capacity factor (%),2011,5th percentile,20
IRENA,Wind,Onshore Wind,Capacity factor (%),2012,5th percentile,19.8926
IRENA,Wind,Onshore Wind,Capacity factor (%),2013,5th percentile,20.2535
IRENA,Wind,Onshore Wind,Capacity factor (%),2014,5th percentile,19.86331
IRENA,Wind,Onshore Wind,Capacity factor (%),2015,5th percentile,20.769955
IRENA,Wind,Onshore Wind,Capacity factor (%),2016,5th percentile,21.6203
IRENA,Wind,Onshore Wind,Capacity factor (%),2017,5th percentile,23.3018
IRENA,Wind,Onshore Wind,Capacity factor (%),2018,5th percentile,25.38139
IRENA,Wind,Onshore Wind,Capacity factor (%),2019,5th percentile,25
IRENA,Wind,Onshore Wind,Capacity factor (%),2020,5th percentile,26.515
IRENA,Wind,Onshore Wind,Capacity factor (%),2021,5th percentile,28.5
IRENA,Wind,Onshore Wind,Capacity factor (%),2022,5th percentile,27.79783105
IRENA,Wind,Onshore Wind,Capacity factor (%),2023,5th percentile,28.61361203
IRENA,Wind,Onshore Wind,Capacity factor (%),2010,Weighted average,27.25197238
IRENA,Wind,Onshore Wind,Capacity factor (%),2011,Weighted average,27.53803765
IRENA,Wind,Onshore Wind,Capacity factor (%),2012,Weighted average,27.52181691
IRENA,Wind,Onshore Wind,Capacity factor (%),2013,Weighted average,28.09830243
IRENA,Wind,Onshore Wind,Capacity factor (%),2014,Weighted average,29.28921184
IRENA,Wind,Onshore Wind,Capacity factor (%),2015,Weighted average,29.09908057
IRENA,Wind,Onshore Wind,Capacity factor (%),2016,Weighted average,30.60289522
IRENA,Wind,Onshore Wind,Capacity factor (%),2017,Weighted average,32.56332641
IRENA,Wind,Onshore Wind,Capacity factor (%),2018,Weighted average,34.62449161
IRENA,Wind,Onshore Wind,Capacity factor (%),2019,Weighted average,35.69306076
IRENA,Wind,Onshore Wind,Capacity factor (%),2020,Weighted average,35.51957614
IRENA,Wind,Onshore Wind,Capacity factor (%),2021,Weighted average,39.18148963
IRENA,Wind,Onshore Wind,Capacity factor (%),2022,Weighted average,36.80570469
IRENA,Wind,Onshore Wind,Capacity factor (%),2023,Weighted average,35.9235526
IRENA,Wind,Onshore Wind,Capacity factor (%),2010,95th percentile,36.2968
IRENA,Wind,Onshore Wind,Capacity factor (%),2011,95th percentile,37.59095
IRENA,Wind,Onshore Wind,Capacity factor (%),2012,95th percentile,44.187225
IRENA,Wind,Onshore Wind,Capacity factor (%),2013,95th percentile,47.883345
IRENA,Wind,Onshore Wind,Capacity factor (%),2014,95th percentile,51.14376
IRENA,Wind,Onshore Wind,Capacity factor (%),2015,95th percentile,49.2408
IRENA,Wind,Onshore Wind,Capacity factor (%),2016,95th percentile,52.3333
IRENA,Wind,Onshore Wind,Capacity factor (%),2017,95th percentile,52.16665
IRENA,Wind,Onshore Wind,Capacity factor (%),2018,95th percentile,53.7037
IRENA,Wind,Onshore Wind,Capacity factor (%),2019,95th percentile,51.46556448
IRENA,Wind,Onshore Wind,Capacity factor (%),2020,95th percentile,52
IRENA,Wind,Onshore Wind,Capacity factor (%),2021,95th percentile,56.16451402
IRENA,Wind,Onshore Wind,Capacity factor (%),2022,95th percentile,52.2
IRENA,Wind,Onshore Wind,Capacity factor (%),2023,95th percentile,57
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2010,5th percentile,0.072705968
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2011,5th percentile,0.073798368
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2012,5th percentile,0.070874131
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2013,5th percentile,0.067164773
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2014,5th percentile,0.060774283
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2015,5th percentile,0.049083908
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2016,5th percentile,0.043922543
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2017,5th percentile,0.039385511
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2018,5th percentile,0.034200367
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2019,5th percentile,0.032452007
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2020,5th percentile,0.026445791
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2021,5th percentile,0.021330023
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2022,5th percentile,0.018637331
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2023,5th percentile,0.019443802
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2010,Weighted average,0.110676782
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2011,Weighted average,0.105513482
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2012,Weighted average,0.095888149
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2013,Weighted average,0.096675735
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2014,Weighted average,0.086487607
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2015,Weighted average,0.074433822
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2016,Weighted average,0.068878946
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2017,Weighted average,0.064614683
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2018,Weighted average,0.054763548
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2019,Weighted average,0.047994845
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2020,Weighted average,0.039881754
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2021,Weighted average,0.035502347
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2022,Weighted average,0.033651832
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2023,Weighted average,0.032578353
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2010,95th percentile,0.151814978
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2011,95th percentile,0.15893964
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2012,95th percentile,0.131492222
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2013,95th percentile,0.14063185
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2014,95th percentile,0.136187648
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2015,95th percentile,0.140771311
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2016,95th percentile,0.117667406
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2017,95th percentile,0.117944113
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2018,95th percentile,0.093919469
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2019,95th percentile,0.100613653
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2020,95th percentile,0.084737126
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2021,95th percentile,0.068733304
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2022,95th percentile,0.058223805
IRENA,Wind,Onshore Wind,LCOE (USD/kWh),2023,95th percentile,0.07180743
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2010,5th percentile,3883.973019
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2011,5th percentile,2992.954355
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2012,5th percentile,2388.673144
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2013,5th percentile,1951.728311
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2014,5th percentile,1633.861232
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2015,5th percentile,1385.138553
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2016,5th percentile,1184.345883
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2017,5th percentile,961.9333824
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2018,5th percentile,926.2145069
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2019,5th percentile,826.6084664
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2020,5th percentile,658.5511246
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2021,5th percentile,640.5674295
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2022,5th percentile,585.4134537
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2023,5th percentile,526.4488347
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2010,Weighted average,5310.487522
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2011,Weighted average,4553.258248
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2012,Weighted average,3466.219757
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2013,Weighted average,3042.4049
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2014,Weighted average,2749.169672
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2015,Weighted average,2090.441879
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2016,Weighted average,1900.524125
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2017,Weighted average,1644.277598
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2018,Weighted average,1404.955262
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2019,Weighted average,1160.743274
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2020,Weighted average,1019.432119
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2021,Weighted average,950.0747137
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2022,Weighted average,908.020865
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2023,Weighted average,757.687831
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2010,95th percentile,8618.687725
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2011,95th percentile,8500.476409
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2012,95th percentile,7381.73766
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2013,95th percentile,6131.13292
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2014,95th percentile,5918.934403
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2015,95th percentile,4642.085464
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2016,95th percentile,3734.552601
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2017,95th percentile,3445.777114
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2018,95th percentile,3321.313496
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2019,95th percentile,2728.919617
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2020,95th percentile,2696.913147
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2021,95th percentile,2166.649511
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2022,95th percentile,1946.154119
IRENA,Solar,Solar PV,Total installed cost (USD/kW),2023,95th percentile,1662.828215
IRENA,Solar,Solar PV,Capacity factor (%),2010,5th percentile,11.003125
IRENA,Solar,Solar PV,Capacity factor (%),2011,5th percentile,10.1012
IRENA,Solar,Solar PV,Capacity factor (%),2012,5th percentile,10.4705
IRENA,Solar,Solar PV,Capacity factor (%),2013,5th percentile,11.8938
IRENA,Solar,Solar PV,Capacity factor (%),2014,5th percentile,10.8012
IRENA,Solar,Solar PV,Capacity factor (%),2015,5th percentile,10.795205
IRENA,Solar,Solar PV,Capacity factor (%),2016,5th percentile,10.6874
IRENA,Solar,Solar PV,Capacity factor (%),2017,5th percentile,11.47831
IRENA,Solar,Solar PV,Capacity factor (%),2018,5th percentile,12.35139
IRENA,Solar,Solar PV,Capacity factor (%),2019,5th percentile,10.745
IRENA,Solar,Solar PV,Capacity factor (%),2020,5th percentile,9.9
IRENA,Solar,Solar PV,Capacity factor (%),2021,5th percentile,10.8
IRENA,Solar,Solar PV,Capacity factor (%),2022,5th percentile,10.365
IRENA,Solar,Solar PV,Capacity factor (%),2023,5th percentile,10
IRENA,Solar,Solar PV,Capacity factor (%),2010,Weighted average,13.81530211
IRENA,Solar,Solar PV,Capacity factor (%),2011,Weighted average,15.30462161
IRENA,Solar,Solar PV,Capacity factor (%),2012,Weighted average,15.11148181
IRENA,Solar,Solar PV,Capacity factor (%),2013,Weighted average,16.43707645
IRENA,Solar,Solar PV,Capacity factor (%),2014,Weighted average,16.5600549
IRENA,Solar,Solar PV,Capacity factor (%),2015,Weighted average,16.50408673
IRENA,Solar,Solar PV,Capacity factor (%),2016,Weighted average,16.71169996
IRENA,Solar,Solar PV,Capacity factor (%),2017,Weighted average,17.55073487
IRENA,Solar,Solar PV,Capacity factor (%),2018,Weighted average,17.90325738
IRENA,Solar,Solar PV,Capacity factor (%),2019,Weighted average,17.50705132
IRENA,Solar,Solar PV,Capacity factor (%),2020,Weighted average,16.08005703
IRENA,Solar,Solar PV,Capacity factor (%),2021,Weighted average,17.20901396
IRENA,Solar,Solar PV,Capacity factor (%),2022,Weighted average,16.93608774
IRENA,Solar,Solar PV,Capacity factor (%),2023,Weighted average,16.17092776
IRENA,Solar,Solar PV,Capacity factor (%),2010,95th percentile,23
IRENA,Solar,Solar PV,Capacity factor (%),2011,95th percentile,26
IRENA,Solar,Solar PV,Capacity factor (%),2012,95th percentile,25.62105
IRENA,Solar,Solar PV,Capacity factor (%),2013,95th percentile,23
IRENA,Solar,Solar PV,Capacity factor (%),2014,95th percentile,24.36794
IRENA,Solar,Solar PV,Capacity factor (%),2015,95th percentile,28.988495
IRENA,Solar,Solar PV,Capacity factor (%),2016,95th percentile,25.89275
IRENA,Solar,Solar PV,Capacity factor (%),2017,95th percentile,27
IRENA,Solar,Solar PV,Capacity factor (%),2018,95th percentile,26.94423
IRENA,Solar,Solar PV,Capacity factor (%),2019,95th percentile,23.86763351
IRENA,Solar,Solar PV,Capacity factor (%),2020,95th percentile,20.795
IRENA,Solar,Solar PV,Capacity factor (%),2021,95th percentile,21.3
IRENA,Solar,Solar PV,Capacity factor (%),2022,95th percentile,20.5
IRENA,Solar,Solar PV,Capacity factor (%),2023,95th percentile,21.69842466
IRENA,Solar,Solar PV,LCOE (USD/kWh),2010,5th percentile,0.229743227
IRENA,Solar,Solar PV,LCOE (USD/kWh),2011,5th percentile,0.19240469
IRENA,Solar,Solar PV,LCOE (USD/kWh),2012,5th percentile,0.153854387
IRENA,Solar,Solar PV,LCOE (USD/kWh),2013,5th percentile,0.133217591
IRENA,Solar,Solar PV,LCOE (USD/kWh),2014,5th percentile,0.108797813
IRENA,Solar,Solar PV,LCOE (USD/kWh),2015,5th percentile,0.086497538
IRENA,Solar,Solar PV,LCOE (USD/kWh),2016,5th percentile,0.079925694
IRENA,Solar,Solar PV,LCOE (USD/kWh),2017,5th percentile,0.057885199
IRENA,Solar,Solar PV,LCOE (USD/kWh),2018,5th percentile,0.052502988
IRENA,Solar,Solar PV,LCOE (USD/kWh),2019,5th percentile,0.05008728
IRENA,Solar,Solar PV,LCOE (USD/kWh),2020,5th percentile,0.041288138
IRENA,Solar,Solar PV,LCOE (USD/kWh),2021,5th percentile,0.031589457
IRENA,Solar,Solar PV,LCOE (USD/kWh),2022,5th percentile,0.030574979
IRENA,Solar,Solar PV,LCOE (USD/kWh),2023,5th percentile,0.030975069
IRENA,Solar,Solar PV,LCOE (USD/kWh),2010,Weighted average,0.460012179
IRENA,Solar,Solar PV,LCOE (USD/kWh),2011,Weighted average,0.34292529
IRENA,Solar,Solar PV,LCOE (USD/kWh),2012,Weighted average,0.255652168
IRENA,Solar,Solar PV,LCOE (USD/kWh),2013,Weighted average,0.196781667
IRENA,Solar,Solar PV,LCOE (USD/kWh),2014,Weighted average,0.176991214
IRENA,Solar,Solar PV,LCOE (USD/kWh),2015,Weighted average,0.132362054
IRENA,Solar,Solar PV,LCOE (USD/kWh),2016,Weighted average,0.115932252
IRENA,Solar,Solar PV,LCOE (USD/kWh),2017,Weighted average,0.091175791
IRENA,Solar,Solar PV,LCOE (USD/kWh),2018,Weighted average,0.077331907
IRENA,Solar,Solar PV,LCOE (USD/kWh),2019,Weighted average,0.067466522
IRENA,Solar,Solar PV,LCOE (USD/kWh),2020,Weighted average,0.060086136
IRENA,Solar,Solar PV,LCOE (USD/kWh),2021,Weighted average,0.052132524
IRENA,Solar,Solar PV,LCOE (USD/kWh),2022,Weighted average,0.05049542
IRENA,Solar,Solar PV,LCOE (USD/kWh),2023,Weighted average,0.044247408
IRENA,Solar,Solar PV,LCOE (USD/kWh),2010,95th percentile,0.575742294
IRENA,Solar,Solar PV,LCOE (USD/kWh),2011,95th percentile,0.572319693
IRENA,Solar,Solar PV,LCOE (USD/kWh),2012,95th percentile,0.45833945
IRENA,Solar,Solar PV,LCOE (USD/kWh),2013,95th percentile,0.41356913
IRENA,Solar,Solar PV,LCOE (USD/kWh),2014,95th percentile,0.392197454
IRENA,Solar,Solar PV,LCOE (USD/kWh),2015,95th percentile,0.31557182
IRENA,Solar,Solar PV,LCOE (USD/kWh),2016,95th percentile,0.261289569
IRENA,Solar,Solar PV,LCOE (USD/kWh),2017,95th percentile,0.230837666
IRENA,Solar,Solar PV,LCOE (USD/kWh),2018,95th percentile,0.220416775
IRENA,Solar,Solar PV,LCOE (USD/kWh),2019,95th percentile,0.180725189
IRENA,Solar,Solar PV,LCOE (USD/kWh),2020,95th percentile,0.17566198
IRENA,Solar,Solar PV,LCOE (USD/kWh),2021,95th percentile,0.130254102
IRENA,Solar,Solar PV,LCOE (USD/kWh),2022,95th percentile,0.122086436
IRENA,Solar,Solar PV,LCOE (USD/kWh),2023,95th percentile,0.109816544
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2010,5th percentile,3508.898187
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2011,5th percentile,3504.037158
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2012,5th percentile,3548.27132
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2013,5th percentile,2493.912353
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2014,5th percentile,2597.779146
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2015,5th percentile,3531.997881
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2016,5th percentile,3323.599369
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2017,5th percentile,3227.958863
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2018,5th percentile,2526.946691
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2019,5th percentile,3382.929393
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2020,5th percentile,2671.699257
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2021,5th percentile,2262.969594
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2022,5th percentile,2198.867241
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2023,5th percentile,1604.748995
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2010,Weighted average,5408.910168
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2011,Weighted average,6195.020841
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2012,Weighted average,5482.441388
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2013,Weighted average,5794.087865
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2014,Weighted average,6100.814869
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2015,Weighted average,6118.508245
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2016,Weighted average,4817.546867
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2017,Weighted average,5442.281993
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2018,Weighted average,5323.00677
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2019,Weighted average,4265.247475
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2020,Weighted average,3611.221911
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2021,Weighted average,3164.654985
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2022,Weighted average,3478.239989
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2023,Weighted average,2800.288878
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2010,95th percentile,7475.965097
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2011,95th percentile,7889.069905
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2012,95th percentile,6862.961727
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2013,95th percentile,6794.253458
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2014,95th percentile,7543.45781
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2015,95th percentile,7462.616143
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2016,95th percentile,13597.67621
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2017,95th percentile,6551.04581
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2018,95th percentile,6697.10487
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2019,95th percentile,6943.504109
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2020,95th percentile,8140.378439
IRENA,Wind,Offshore Wind,Total installed cost (USD/kW),2021,95th percentile,6319.813564
