source,group_technology,technology,metric_type,year,value_category,value
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2017,5th percentile,0.036349284
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2018,5th percentile,0.035952588
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2019,5th percentile,0.032629151
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2020,5th percentile,0.036816511
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2021,5th percentile,0.041703225
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2022,5th percentile,0.028666343
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2023,5th percentile,0.026856984
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2010,Weighted average,0.043136439
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2011,Weighted average,0.040560361
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2012,Weighted average,0.042198937
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2013,Weighted average,0.047163295
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2014,Weighted average,0.03674719
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2015,Weighted average,0.040572962
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2016,Weighted average,0.053682832
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2017,Weighted average,0.056270615
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2018,Weighted average,0.044194845
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2019,Weighted average,0.045938633
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2020,Weighted average,0.050994493
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2021,Weighted average,0.053232112
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2022,Weighted average,0.061183166
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2023,Weighted average,0.057056987
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2010,95th percentile,0.102139897
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2011,95th percentile,0.089114314
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2012,95th percentile,0.106113582
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2013,95th percentile,0.114839654
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2014,95th percentile,0.147043583
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2015,95th percentile,0.139974579
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2016,95th percentile,0.199943886
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2017,95th percentile,0.28316058
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2018,95th percentile,0.154052288
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2019,95th percentile,0.148477828
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2020,95th percentile,0.220723821
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2021,95th percentile,0.163991931
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2022,95th percentile,0.221959351
IRENA,Hydropower,Hydropower,LCOE (USD/kWh),2023,95th percentile,0.31971299
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2010,5th percentile,1908.977276
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2011,5th percentile,
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2012,5th percentile,3475.444045
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2013,5th percentile,2496.895018
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2014,5th percentile,2277.722599
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2015,5th percentile,2757.688514
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2016,5th percentile,2729.03472
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2017,5th percentile,2090.121346
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2018,5th percentile,3708.891818
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2019,5th percentile,2351.989317
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2020,5th percentile,1979.87033
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2021,5th percentile,2487.6869
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2022,5th percentile,2494.55944
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2023,5th percentile,3413.001385
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2010,Weighted average,3010.899103
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2011,Weighted average,
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2012,Weighted average,6111.603286
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2013,Weighted average,4398.583213
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2014,Weighted average,4152.257866
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2015,Weighted average,4066.265296
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2016,Weighted average,4270.566983
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2017,Weighted average,4453.298276
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2018,Weighted average,4794.10484
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2019,Weighted average,4613.870672
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2020,Weighted average,4193.802555
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2021,Weighted average,4458.335745
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2022,Weighted average,3605.79054
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2023,Weighted average,4589.440882
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2010,95th percentile,5320.875593
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2011,95th percentile,
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2012,95th percentile,15336.6632
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2013,95th percentile,14281.55049
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2014,95th percentile,9800.872581
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2015,95th percentile,8331.97604
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2016,95th percentile,8162.814405
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2017,95th percentile,7836.526073
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2018,95th percentile,9879.879522
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2019,95th percentile,11939.70135
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2020,95th percentile,7308.480305
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2021,95th percentile,6760.510063
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2022,95th percentile,9087.683741
IRENA,Geothermal,Geothermal,Total installed cost (USD/kW),2023,95th percentile,6595.061728
IRENA,Geothermal,Geothermal,Capacity factor (%),2010,5th percentile,80
IRENA,Geothermal,Geothermal,Capacity factor (%),2011,5th percentile,
IRENA,Geothermal,Geothermal,Capacity factor (%),2012,5th percentile,76.25
IRENA,Geothermal,Geothermal,Capacity factor (%),2013,5th percentile,73.08831261
IRENA,Geothermal,Geothermal,Capacity factor (%),2014,5th percentile,49.602745
IRENA,Geothermal,Geothermal,Capacity factor (%),2015,5th percentile,77.2
IRENA,Geothermal,Geothermal,Capacity factor (%),2016,5th percentile,58.66254
IRENA,Geothermal,Geothermal,Capacity factor (%),2017,5th percentile,58.83104
IRENA,Geothermal,Geothermal,Capacity factor (%),2018,5th percentile,62.11223264
IRENA,Geothermal,Geothermal,Capacity factor (%),2019,5th percentile,74
IRENA,Geothermal,Geothermal,Capacity factor (%),2020,5th percentile,75.9
IRENA,Geothermal,Geothermal,Capacity factor (%),2021,5th percentile,58.42846271
IRENA,Geothermal,Geothermal,Capacity factor (%),2022,5th percentile,69.02739726
IRENA,Geothermal,Geothermal,Capacity factor (%),2023,5th percentile,73.35
IRENA,Geothermal,Geothermal,Capacity factor (%),2010,Weighted average,86.97217329
IRENA,Geothermal,Geothermal,Capacity factor (%),2011,Weighted average,
IRENA,Geothermal,Geothermal,Capacity factor (%),2012,Weighted average,83.31891351
IRENA,Geothermal,Geothermal,Capacity factor (%),2013,Weighted average,82.41280492
IRENA,Geothermal,Geothermal,Capacity factor (%),2014,Weighted average,84.13211134
IRENA,Geothermal,Geothermal,Capacity factor (%),2015,Weighted average,88.9595254
IRENA,Geothermal,Geothermal,Capacity factor (%),2016,Weighted average,84.85566438
IRENA,Geothermal,Geothermal,Capacity factor (%),2017,Weighted average,80.98388846
IRENA,Geothermal,Geothermal,Capacity factor (%),2018,Weighted average,84.30490686
IRENA,Geothermal,Geothermal,Capacity factor (%),2019,Weighted average,79.4168373
IRENA,Geothermal,Geothermal,Capacity factor (%),2020,Weighted average,80.80619313
IRENA,Geothermal,Geothermal,Capacity factor (%),2021,Weighted average,76.97441285
IRENA,Geothermal,Geothermal,Capacity factor (%),2022,Weighted average,85.25628165
IRENA,Geothermal,Geothermal,Capacity factor (%),2023,Weighted average,82.11231527
IRENA,Geothermal,Geothermal,Capacity factor (%),2010,95th percentile,92.242075
IRENA,Geothermal,Geothermal,Capacity factor (%),2011,95th percentile,
IRENA,Geothermal,Geothermal,Capacity factor (%),2012,95th percentile,94.10647572
IRENA,Geothermal,Geothermal,Capacity factor (%),2013,95th percentile,91.231
IRENA,Geothermal,Geothermal,Capacity factor (%),2014,95th percentile,91.1
IRENA,Geothermal,Geothermal,Capacity factor (%),2015,95th percentile,92.7
IRENA,Geothermal,Geothermal,Capacity factor (%),2016,95th percentile,90.10958904
IRENA,Geothermal,Geothermal,Capacity factor (%),2017,95th percentile,90
IRENA,Geothermal,Geothermal,Capacity factor (%),2018,95th percentile,96.25117641
IRENA,Geothermal,Geothermal,Capacity factor (%),2019,95th percentile,86.34288086
IRENA,Geothermal,Geothermal,Capacity factor (%),2020,95th percentile,91.1783105
IRENA,Geothermal,Geothermal,Capacity factor (%),2021,95th percentile,91.32420091
IRENA,Geothermal,Geothermal,Capacity factor (%),2022,95th percentile,89.55205479
IRENA,Geothermal,Geothermal,Capacity factor (%),2023,95th percentile,86.81
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2010,5th percentile,0.040287523
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2011,5th percentile,
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2012,5th percentile,0.06057557
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2013,5th percentile,0.042432109
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2014,5th percentile,0.047773621
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2015,5th percentile,0.050083374
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2016,5th percentile,0.056657718
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2017,5th percentile,0.041508958
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2018,5th percentile,0.060112791
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2019,5th percentile,0.048823814
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2020,5th percentile,0.04033038
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2021,5th percentile,0.039607063
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2022,5th percentile,0.046970061
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2023,5th percentile,0.052943011
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2010,Weighted average,0.054377617
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2011,Weighted average,
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2012,Weighted average,0.093415844
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2013,Weighted average,0.069449232
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2014,Weighted average,0.070825803
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2015,Weighted average,0.063738329
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2016,Weighted average,0.073563637
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2017,Weighted average,0.07696041
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2018,Weighted average,0.074274536
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2019,Weighted average,0.073327112
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2020,Weighted average,0.061646783
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2021,Weighted average,0.07372308
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2022,Weighted average,0.057813244
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2023,Weighted average,0.071111673
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2010,95th percentile,0.083809835
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2011,95th percentile,
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2012,95th percentile,0.178232393
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2013,95th percentile,0.186652739
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2014,95th percentile,0.241221822
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2015,95th percentile,0.114664356
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2016,95th percentile,0.125045507
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2017,95th percentile,0.139585893
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2018,95th percentile,0.162560081
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2019,95th percentile,0.138862696
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2020,95th percentile,0.094334796
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2021,95th percentile,0.107954396
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2022,95th percentile,0.126089317
IRENA,Geothermal,Geothermal,LCOE (USD/kWh),2023,95th percentile,0.093574557
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2010,5th percentile,818.1485373
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2011,5th percentile,586.2649575
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2012,5th percentile,890.0188785
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2013,5th percentile,1096.199845
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2014,5th percentile,314.8798183
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2015,5th percentile,1062.221979
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2016,5th percentile,1308.760617
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2017,5th percentile,1506.119354
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2018,5th percentile,1193.215429
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2019,5th percentile,1430.510857
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2020,5th percentile,1239.751247
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2021,5th percentile,1858.409817
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2022,5th percentile,1071.465624
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2023,5th percentile,877.1869891
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2010,Weighted average,3010.285508
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2011,Weighted average,2894.054906
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2012,Weighted average,2024.125775
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2013,Weighted average,3521.625021
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2014,Weighted average,3464.124476
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2015,Weighted average,3011.178461
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2016,Weighted average,2530.02005
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2017,Weighted average,3370.097599
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2018,Weighted average,1969.698733
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2019,Weighted average,2572.424882
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2020,Weighted average,2922.551916
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2021,Weighted average,2610.531257
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2022,Weighted average,2241.804909
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2023,Weighted average,2729.788242
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2010,95th percentile,5617.06916
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2011,95th percentile,5964.926166
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2012,95th percentile,5267.609754
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2013,95th percentile,9277.562268
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2014,95th percentile,13505.77919
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2015,95th percentile,18626.57332
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2016,95th percentile,14981.98715
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2017,95th percentile,11481.96339
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2018,95th percentile,10350.03569
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2019,95th percentile,12703.99614
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2020,95th percentile,6878.099821
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2021,95th percentile,12136.4582
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2022,95th percentile,6163.014068
IRENA,Bioenergy,Bioenergy,Total installed cost (USD/kW),2023,95th percentile,4596.423277
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2010,5th percentile,30.55096
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2011,5th percentile,37.312825
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2012,5th percentile,42.38336
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2013,5th percentile,41.39366
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2014,5th percentile,46.79962
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2015,5th percentile,63
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2016,5th percentile,60.45
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2017,5th percentile,65
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2018,5th percentile,44.23515982
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2019,5th percentile,61.7829198
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2020,5th percentile,51.13592085
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2021,5th percentile,60.1525
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2022,5th percentile,45.35370479
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2023,5th percentile,59.2470627
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2010,Weighted average,71.74146577
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2011,Weighted average,72.09977047
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2012,Weighted average,66.95428273
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2013,Weighted average,74.30416306
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2014,Weighted average,74.70310332
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2015,Weighted average,75.46514604
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2016,Weighted average,67.17145324
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2017,Weighted average,85.75332031
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2018,Weighted average,76.38333709
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2019,Weighted average,69.9714246
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2020,Weighted average,70.27610834
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2021,Weighted average,67.82875074
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2022,Weighted average,72.42704089
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2023,Weighted average,71.9182139
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2010,95th percentile,91.72968
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2011,95th percentile,93
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2012,95th percentile,89.13211
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2013,95th percentile,93
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2014,95th percentile,93
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2015,95th percentile,93
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2016,95th percentile,88.81034
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2017,95th percentile,94.1
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2018,95th percentile,92.73081476
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2019,95th percentile,93.569878
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2020,95th percentile,87.64764079
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2021,95th percentile,82
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2022,95th percentile,89.73292097
IRENA,Bioenergy,Bioenergy,Capacity factor (%),2023,95th percentile,82.97866726
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2010,5th percentile,0.042491664
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2011,5th percentile,0.039378431
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2012,5th percentile,0.039974099
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2013,5th percentile,0.049820473
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2014,5th percentile,0.033517041
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2015,5th percentile,0.041782534
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2016,5th percentile,0.061420298
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2017,5th percentile,0.06101521
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2018,5th percentile,0.022
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2019,5th percentile,0.060327825
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2020,5th percentile,0.046828953
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2021,5th percentile,0.070609695
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2022,5th percentile,0.052206223
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2023,5th percentile,0.056160842
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2010,Weighted average,0.084325656
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2011,Weighted average,0.080839445
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2012,Weighted average,0.069339762
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2013,Weighted average,0.088780019
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2014,Weighted average,0.088803712
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2015,Weighted average,0.078205972
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2016,Weighted average,0.076558251
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2017,Weighted average,0.076438244
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2018,Weighted average,0.059009919
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2019,Weighted average,0.06915627
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2020,Weighted average,0.077994789
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2021,Weighted average,0.072302963
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2022,Weighted average,0.062920621
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2023,Weighted average,0.071543777
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2010,95th percentile,0.157793598
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2011,95th percentile,0.173250438
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2012,95th percentile,0.146806625
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2013,95th percentile,0.190173297
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2014,95th percentile,0.30194667
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2015,95th percentile,0.340409924
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2016,95th percentile,0.27702809
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2017,95th percentile,0.231280546
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2018,95th percentile,0.284155728
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2019,95th percentile,0.282162015
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2020,95th percentile,0.173576158
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2021,95th percentile,0.18889997
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2022,95th percentile,0.142787142
IRENA,Bioenergy,Bioenergy,LCOE (USD/kWh),2023,95th percentile,0.135381426
